timestamp,direction,finger_id,finger_norm,current,src_ip,src_port,dst_ip,dst_port
1766824302.1041253,Pico->Unity,0,0.111,30,192.168.0.4,58215,127.0.0.1,5005
1766824302.4771283,Pico->Unity,0,0.111,0,192.168.0.4,58215,127.0.0.1,5005
1766824302.4771283,Pico->Unity,0,0.111,0,192.168.0.4,58215,127.0.0.1,5005
1766824302.851921,Pico->Unity,0,0.111,0,192.168.0.4,58215,127.0.0.1,5005
1766824302.851921,Pico->Unity,0,0.112,33,192.168.0.4,58215,127.0.0.1,5005
1766824303.147579,Pico->Unity,0,0.112,0,192.168.0.4,58215,127.0.0.1,5005
1766824303.147579,Pico->Unity,0,0.112,1,192.168.0.4,58215,127.0.0.1,5005
1766824303.4481568,Pico->Unity,0,0.112,0,192.168.0.4,58215,127.0.0.1,5005
1766824303.4495232,Pico->Unity,0,0.112,0,192.168.0.4,58215,127.0.0.1,5005
1766824303.736371,Pico->Unity,0,0.112,8,192.168.0.4,58215,127.0.0.1,5005
1766824303.7571146,Pico->Unity,0,0.112,0,192.168.0.4,58215,127.0.0.1,5005
1766824304.0651991,Pico->Unity,0,0.112,0,192.168.0.4,58215,127.0.0.1,5005
1766824304.0828204,Pico->Unity,0,0.112,0,192.168.0.4,58215,127.0.0.1,5005
1766824304.3914547,Pico->Unity,0,0.112,0,192.168.0.4,58215,127.0.0.1,5005
1766824304.4126358,Pico->Unity,0,0.112,1,192.168.0.4,58215,127.0.0.1,5005
1766824304.7108822,Pico->Unity,0,0.111,1,192.168.0.4,58215,127.0.0.1,5005
1766824304.7636669,Pico->Unity,0,0.112,0,192.168.0.4,58215,127.0.0.1,5005
1766824304.9405742,Pico->Unity,0,0.111,0,192.168.0.4,58215,127.0.0.1,5005
1766824305.0851932,Pico->Unity,0,0.112,0,192.168.0.4,58215,127.0.0.1,5005
1766824305.2422297,Pico->Unity,0,0.111,0,192.168.0.4,58215,127.0.0.1,5005
1766824305.413233,Pico->Unity,0,0.112,0,192.168.0.4,58215,127.0.0.1,5005
1766824305.5788562,Pico->Unity,0,0.112,0,192.168.0.4,58215,127.0.0.1,5005
1766824305.7365675,Pico->Unity,0,0.111,2,192.168.0.4,58215,127.0.0.1,5005
1766824305.9046845,Pico->Unity,0,0.111,0,192.168.0.4,58215,127.0.0.1,5005
1766824306.065717,Pico->Unity,0,0.112,4,192.168.0.4,58215,127.0.0.1,5005
1766824306.3191628,Pico->Unity,0,0.112,0,192.168.0.4,58215,127.0.0.1,5005
1766824306.397194,Pico->Unity,0,0.111,2,192.168.0.4,58215,127.0.0.1,5005
1766824306.5644946,Pico->Unity,0,0.111,0,192.168.0.4,58215,127.0.0.1,5005
1766824306.7302818,Pico->Unity,0,0.111,0,192.168.0.4,58215,127.0.0.1,5005
