timestamp,direction,src_ip,src_port,dst_ip,dst_port,payload
1766822340.0535767,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.003,0"
1766822340.2222068,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.003,0"
1766822340.3950672,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.003,0"
1766822340.5467794,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.003,24"
1766822340.7141094,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.004,18"
1766822340.8985677,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.004,0"
1766822341.0385187,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.004,0"
1766822341.2059484,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.004,0"
1766822341.3744578,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.004,0"
1766822341.5546515,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.004,0"
1766822341.7216973,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.005,24"
1766822341.8737006,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.010,48"
1766822342.047603,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.064,53"
1766822342.2716286,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.083,51"
1766822342.375222,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.126,50"
1766822342.5420651,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.151,51"
1766822342.707357,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.186,38"
1766822342.8852928,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.197,33"
1766822343.093427,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.197,0"
1766822343.2752733,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.196,76"
1766822343.3772001,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.195,0"
1766822343.6853213,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.196,0"
1766822343.761098,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.195,5"
1766822343.8899288,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.195,0"
1766822344.0423577,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.195,0"
1766822344.214553,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.195,0"
1766822344.3798249,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.195,0"
1766822344.5429163,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.195,0"
1766822344.732012,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.196,0"
1766822344.8919742,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.194,0"
1766822345.0424192,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.195,0"
1766822345.2077088,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.195,0"
1766822345.377653,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.195,2"
1766822345.6519778,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.195,0"
1766822345.7144487,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.195,0"
1766822345.8713927,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.195,1"
1766822346.0412872,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.195,0"
1766822346.20175,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.195,0"
1766822346.3673792,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.197,33"
1766822346.5389066,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.198,33"
1766822346.6929991,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.198,0"
1766822346.8592715,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.198,0"
1766822347.0336487,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.200,35"
1766822347.186492,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.278,97"
1766822347.3499148,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.326,57"
1766822347.5127456,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.343,37"
1766822347.6793456,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.354,34"
1766822347.8620543,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.354,2"
1766822348.1082466,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.354,0"
1766822348.1701376,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.353,0"
1766822348.3379786,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.353,0"
1766822348.4983957,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.353,0"
1766822348.6805406,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.353,2"
1766822348.8272958,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.353,0"
1766822348.9961994,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.353,0"
1766822349.1619303,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.353,0"
1766822349.336521,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.353,0"
1766822349.5008125,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.353,0"
1766822349.6712186,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.354,0"
1766822349.8296003,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.354,0"
1766822350.0196986,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.353,0"
1766822350.1617787,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.353,0"
1766822350.368402,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.353,0"
1766822350.4919932,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.354,0"
1766822350.6569536,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.353,5"
1766822350.8319795,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.354,0"
1766822350.9908946,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.354,0"
1766822351.1562023,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.353,0"
1766822351.3162222,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.353,0"
1766822351.4858882,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.353,0"
1766822351.6516511,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.353,1"
1766822351.812494,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.354,0"
1766822351.9813538,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.353,0"
1766822352.1548202,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.353,2"
1766822352.309053,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.353,0"
1766822352.4721773,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.353,0"
1766822352.6430552,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.351,61"
1766822352.814975,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.351,0"
1766822352.9814453,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.351,0"
1766822353.1421337,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.352,0"
1766822353.3126123,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.352,4"
1766822353.4937377,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.351,2"
1766822353.642986,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.352,0"
1766822353.8068361,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.352,0"
1766822353.9707348,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.352,0"
1766822354.1533387,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.352,0"
1766822354.3130212,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.352,0"
1766822354.4627438,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.352,0"
1766822354.628441,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.352,1"
1766822354.788322,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.352,0"
1766822354.9689963,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.352,0"
1766822355.1354995,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.352,30"
1766822355.2846556,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.354,24"
1766822355.4472241,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.354,1"
1766822355.6161008,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.354,24"
1766822355.7858906,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.356,23"
1766822355.951562,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.356,5"
1766822356.155473,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.357,0"
1766822356.29729,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.357,0"
1766822356.7736397,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.371,38"
1766822356.774364,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.425,76"
1766822356.7748694,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.467,67"
1766822357.0832384,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.499,53"
1766822357.1007805,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.522,35"
1766822357.4271579,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.531,31"
1766822357.4307182,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.531,0"
1766822357.7342334,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.531,0"
1766822357.7676973,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.531,0"
1766822358.0505636,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.529,0"
1766822358.376123,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.529,0"
1766822358.3771222,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.529,0"
1766822358.421215,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.529,0"
1766822358.7162917,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.529,0"
1766822358.9822922,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822358.9822922,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.529,0"
1766822359.0798452,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.529,0"
1766822359.2465186,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822359.407829,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.529,0"
1766822359.575295,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.529,0"
1766822359.7418506,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.529,2"
1766822359.8993263,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822360.0653296,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822360.2313514,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.529,0"
1766822360.410201,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822360.560192,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.529,0"
1766822360.7203977,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.529,0"
1766822360.8874755,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822361.048575,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822361.4200215,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822361.4200215,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822361.6062536,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822361.7082298,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822361.8693242,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822362.0326493,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822362.1982543,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822362.358964,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822362.650844,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822362.7102532,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822362.8529062,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,1"
1766822363.017248,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822363.262864,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822363.3480434,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822363.5174558,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822363.6716542,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822363.843732,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822364.0039139,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,1"
1766822364.164691,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822364.340134,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822364.503085,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822364.6556916,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822364.8203099,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822364.9850922,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822365.1712623,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.529,0"
1766822365.3133717,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.529,0"
1766822365.4774668,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,2"
1766822365.6425893,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822365.805252,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822365.9766915,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822366.1301444,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,1"
1766822366.2921286,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822366.461931,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822366.623743,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,1"
1766822366.807368,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822366.9501631,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822367.1164184,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822367.281479,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822367.442087,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,1"
1766822367.6158876,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822367.7728097,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822367.9333594,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,1"
1766822368.1010776,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822368.2633936,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822368.4437556,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822368.5879488,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822368.7526963,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822368.9200394,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822369.0813797,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822369.2654262,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822369.4086437,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822369.5728679,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822369.739976,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
1766822369.9016564,Pico->Unity,192.168.0.4,57141,127.0.0.1,5005,"0,0.528,0"
